year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2014,"Rockingham County","05000US37157",17170.0,91233.0,17170.0,1291.0,91233.0,325.0
2013,"Livingston Parish, LA","05000US22063",17159.0,128802.0,17159.0,1566.0,128802.0,425.0
2015,"Nash County","05000US37127",17141.0,92490.0,17141.0,1731.0,92490.0,430.0
2014,"Shelby County, AL","05000US01117",17115.0,198252.0,17115.0,1347.0,198252.0,500.0
2013,"Fairfield County, OH","05000US39045",17096.0,144217.0,17096.0,1522.0,144217.0,426.0
2015,"San Germán Municipio","05000US72125",17074.0,33507.0,17074.0,1007.0,33507.0,540.0
2014,"Faulkner County, AR","05000US05045",17053.0,112888.0,17053.0,1506.0,112888.0,529.0
2015,"Chittenden County, VT","05000US50007",17045.0,150162.0,17045.0,994.0,150162.0,407.0
2014,"Bowie County","05000US48037",17024.0,87881.0,17024.0,1408.0,87881.0,451.0
2014,"Coweta County, GA","05000US13077",17013.0,130629.0,17013.0,1975.0,130629.0,197.0
2015,"Portsmouth city","05000US51740",17000.0,93251.0,17000.0,1260.0,93251.0,592.0
2013,"Bartow County, GA","05000US13015",16996.0,99188.0,16996.0,1939.0,99188.0,268.0
2013,"Portsmouth city","05000US51740",16988.0,92399.0,16988.0,1260.0,92399.0,884.0
2015,"Rockingham County","05000US37157",16968.0,90808.0,16968.0,1635.0,90808.0,319.0
2014,"Lauderdale County","05000US01077",16944.0,90763.0,16944.0,1023.0,90763.0,396.0
2013,"LaPorte County, IN","05000US18091",16942.0,102759.0,16942.0,1199.0,102759.0,505.0
2015,"Jefferson County, NY","05000US36045",16938.0,112484.0,16938.0,1355.0,112484.0,604.0
2014,"Jefferson County, NY","05000US36045",16917.0,112769.0,16917.0,1426.0,112769.0,764.0
2014,"Angelina County","05000US48005",16909.0,84661.0,16909.0,1600.0,84661.0,441.0
2013,"Arlington County, VA","05000US51013",16899.0,211993.0,16899.0,1416.0,211993.0,411.0
2014,"Portsmouth city","05000US51740",16886.0,92838.0,16886.0,1359.0,92838.0,1156.0
2014,"Jefferson County","05000US05069",16861.0,68776.0,16861.0,1229.0,68776.0,700.0
2015,"Monroe County, MI","05000US26115",16860.0,148739.0,16860.0,1410.0,148739.0,339.0
2015,"Jackson County","05000US17077",16853.0,55336.0,16853.0,1061.0,55336.0,460.0
2013,"Bossier Parish, LA","05000US22015",16848.0,117923.0,16848.0,1551.0,117923.0,494.0
2014,"Chittenden County, VT","05000US50007",16823.0,149230.0,16823.0,1043.0,149230.0,441.0
2014,"Sumner County, TN","05000US47165",16818.0,164761.0,16818.0,1546.0,164761.0,340.0
2014,"Rockingham County, NH","05000US33015",16807.0,295213.0,16807.0,1628.0,295213.0,344.0
2013,"Sumner County, TN","05000US47165",16795.0,161777.0,16795.0,1584.0,161777.0,309.0
2015,"Madison County","05000US21151",16792.0,79904.0,16792.0,1512.0,79904.0,522.0
2015,"Lynchburg city","05000US51680",16775.0,67595.0,16775.0,1209.0,67595.0,751.0
2014,"Darlington County","05000US45031",16770.0,66750.0,16770.0,1522.0,66750.0,291.0
2014,"Wicomico County, MD","05000US24045",16764.0,96501.0,16764.0,1725.0,96501.0,415.0
2013,"Butler County, PA","05000US42019",16756.0,179511.0,16756.0,1186.0,179511.0,565.0
2014,"Androscoggin County, ME","05000US23001",16756.0,104279.0,16756.0,1227.0,104279.0,383.0
2013,"Porter County, IN","05000US18127",16752.0,161397.0,16752.0,1681.0,161397.0,497.0
2013,"Cidra Municipio","05000US72041",16751.0,43063.0,16751.0,1080.0,43063.0,80.0
2015,"Salinas Municipio","05000US72123",16746.0,29811.0,16746.0,924.0,29811.0,176.0
2015,"Sutter County","05000US06101",16743.0,94106.0,16743.0,1434.0,94106.0,281.0
2013,"Madison County","05000US21151",16742.0,78074.0,16742.0,1160.0,78074.0,580.0
2013,"Jefferson County","05000US05069",16716.0,69940.0,16716.0,1184.0,69940.0,624.0
2013,"Jackson County","05000US17077",16711.0,54889.0,16711.0,883.0,54889.0,532.0
2014,"Somerset County, NJ","05000US34035",16697.0,325271.0,16697.0,1189.0,325271.0,565.0
2015,"Shelby County, AL","05000US01117",16693.0,200407.0,16693.0,1473.0,200407.0,602.0
2015,"Bowie County","05000US48037",16693.0,87618.0,16693.0,1510.0,87618.0,475.0
2013,"Chittenden County, VT","05000US50007",16672.0,148314.0,16672.0,1087.0,148314.0,423.0
2013,"Hunt County","05000US48231",16655.0,83733.0,16655.0,1311.0,83733.0,450.0
2013,"Craven County, NC","05000US37049",16641.0,100095.0,16641.0,1355.0,100095.0,645.0
2013,"Blount County, TN","05000US47009",16633.0,121346.0,16633.0,1633.0,121346.0,361.0
2014,"Columbiana County, OH","05000US39029",16627.0,102586.0,16627.0,1207.0,102586.0,477.0
2015,"Josephine County","05000US41033",16627.0,82550.0,16627.0,1355.0,82550.0,220.0
2014,"Cidra Municipio","05000US72041",16620.0,42696.0,16620.0,1007.0,42696.0,81.0
2015,"La Crosse County, WI","05000US55063",16616.0,111926.0,16616.0,1029.0,111926.0,482.0
2014,"Newton County, GA","05000US13217",16610.0,99793.0,16610.0,2104.0,99793.0,447.0
2013,"Dorchester County, SC","05000US45035",16597.0,137600.0,16597.0,1410.0,137600.0,347.0
2014,"Lynchburg city","05000US51680",16591.0,67539.0,16591.0,1415.0,67539.0,944.0
2014,"Caldwell County","05000US37027",16591.0,80960.0,16591.0,1675.0,80960.0,314.0
2014,"Dorchester County, SC","05000US45035",16582.0,140470.0,16582.0,1712.0,140470.0,457.0
2013,"Lynchburg city","05000US51680",16550.0,66931.0,16550.0,1404.0,66931.0,706.0
2013,"Josephine County","05000US41033",16540.0,81718.0,16540.0,1313.0,81718.0,210.0
2014,"Wilkes County","05000US37193",16539.0,67969.0,16539.0,1528.0,67969.0,252.0
2014,"San Germán Municipio","05000US72125",16532.0,34137.0,16532.0,1036.0,34137.0,154.0
2015,"Lares Municipio","05000US72081",16529.0,28342.0,16529.0,988.0,28342.0,226.0
2015,"Cidra Municipio","05000US72041",16524.0,42115.0,16524.0,1055.0,42115.0,108.0
2013,"Maverick County","05000US48323",16513.0,54160.0,16513.0,1544.0,54160.0,255.0
2014,"Nash County","05000US37127",16512.0,93011.0,16512.0,1370.0,93011.0,351.0
2014,"Hunt County","05000US48231",16502.0,84378.0,16502.0,1242.0,84378.0,369.0
2015,"Camuy Municipio","05000US72027",16498.0,33924.0,16498.0,1202.0,33924.0,26.0
2015,"Angelina County","05000US48005",16497.0,85186.0,16497.0,1254.0,85186.0,389.0
2015,"Pulaski County","05000US21199",16497.0,62608.0,16497.0,1403.0,62608.0,190.0
2015,"Somerset County, NJ","05000US34035",16479.0,327057.0,16479.0,1382.0,327057.0,540.0
2014,"Bay County, MI","05000US26017",16473.0,105862.0,16473.0,1241.0,105862.0,235.0
2014,"Maverick County","05000US48323",16449.0,55082.0,16449.0,1786.0,55082.0,230.0
2015,"Utuado Municipio","05000US72141",16445.0,31440.0,16445.0,930.0,31440.0,19.0
2013,"Rockingham County","05000US37157",16425.0,91696.0,16425.0,1283.0,91696.0,286.0
2013,"Maui County, HI","05000US15009",16416.0,154666.0,16416.0,1596.0,154666.0,337.0
2014,"Lycoming County, PA","05000US42081",16395.0,111109.0,16395.0,1121.0,111109.0,513.0
2014,"Greenwood County","05000US45047",16391.0,67000.0,16391.0,1347.0,67000.0,580.0
2014,"Lancaster County","05000US45057",16353.0,77724.0,16353.0,1531.0,77724.0,355.0
2015,"DeSoto County, MS","05000US28033",16338.0,167109.0,16338.0,1538.0,167109.0,397.0
2015,"Androscoggin County, ME","05000US23001",16332.0,104094.0,16332.0,1113.0,104094.0,347.0
2015,"Butler County, PA","05000US42019",16325.0,180319.0,16325.0,994.0,180319.0,448.0
2013,"Coweta County, GA","05000US13077",16305.0,128621.0,16305.0,1561.0,128621.0,199.0
2013,"Androscoggin County, ME","05000US23001",16304.0,104300.0,16304.0,1143.0,104300.0,346.0
2013,"Paulding County, GA","05000US13223",16303.0,142885.0,16303.0,2113.0,142885.0,356.0
2015,"Grant County","05000US53025",16295.0,90928.0,16295.0,1649.0,90928.0,295.0
2013,"Angelina County","05000US48005",16287.0,84175.0,16287.0,1369.0,84175.0,295.0
2014,"Bossier Parish, LA","05000US22015",16264.0,119678.0,16264.0,1383.0,119678.0,402.0
2014,"Craven County, NC","05000US37049",16260.0,100560.0,16260.0,1400.0,100560.0,648.0
2014,"DeSoto County, MS","05000US28033",16256.0,164904.0,16256.0,1693.0,164904.0,342.0
2015,"Kennebec County, ME","05000US23011",16256.0,117441.0,16256.0,1301.0,117441.0,362.0
2013,"Wicomico County, MD","05000US24045",16251.0,95805.0,16251.0,1511.0,95805.0,409.0
2013,"Rockingham County, NH","05000US33015",16237.0,294086.0,16237.0,1358.0,294086.0,294.0
2015,"Lauderdale County","05000US01077",16232.0,90602.0,16232.0,1432.0,90602.0,329.0
2013,"Gurabo Municipio","05000US72063",16229.0,45881.0,16229.0,1324.0,45881.0,104.0
2014,"Pulaski County","05000US21199",16223.0,62469.0,16223.0,1453.0,62469.0,258.0
2014,"Bartow County, GA","05000US13015",16219.0,99760.0,16219.0,1889.0,99760.0,236.0
2013,"El Dorado County, CA","05000US06017",16206.0,179742.0,16206.0,1563.0,179742.0,223.0
2015,"Frederick County, MD","05000US24021",16204.0,236846.0,16204.0,1527.0,236846.0,505.0
2015,"Tom Green County, TX","05000US48451",16202.0,109035.0,16202.0,1542.0,109035.0,811.0
2015,"Rockingham County, NH","05000US33015",16192.0,296516.0,16192.0,1310.0,296516.0,369.0
2013,"Franklin County, PA","05000US42055",16188.0,147806.0,16188.0,1837.0,147806.0,458.0
2014,"Franklin County","05000US53021",16164.0,82446.0,16164.0,1732.0,82446.0,485.0
2015,"Lycoming County, PA","05000US42081",16150.0,110999.0,16150.0,1145.0,110999.0,458.0
2013,"Faulkner County, AR","05000US05045",16147.0,110974.0,16147.0,1403.0,110974.0,570.0
2014,"Josephine County","05000US41033",16144.0,82044.0,16144.0,1354.0,82044.0,250.0
2014,"Flagler County","05000US12035",16140.0,98168.0,16140.0,1873.0,98168.0,192.0
2013,"Darlington County","05000US45031",16130.0,67133.0,16130.0,1479.0,67133.0,176.0
2013,"Hardin County, KY","05000US21093",16127.0,102113.0,16127.0,1535.0,102113.0,491.0
2013,"Franklin County","05000US53021",16118.0,79985.0,16118.0,1473.0,79985.0,301.0
2013,"Somerset County, NJ","05000US34035",16118.0,322711.0,16118.0,1432.0,322711.0,509.0
2015,"Hunt County","05000US48231",16112.0,85135.0,16112.0,1085.0,85135.0,384.0
2014,"Gurabo Municipio","05000US72063",16059.0,46227.0,16059.0,1421.0,46227.0,113.0
2014,"Muskingum County","05000US39119",16058.0,83487.0,16058.0,1130.0,83487.0,443.0
2014,"Butler County, PA","05000US42019",16050.0,179822.0,16050.0,988.0,179822.0,553.0
2015,"Sampson County","05000US37163",16050.0,63030.0,16050.0,1309.0,63030.0,219.0
2013,"San Germán Municipio","05000US72125",16041.0,34484.0,16041.0,950.0,34484.0,127.0
2015,"Berkshire County, MA","05000US25003",16038.0,122987.0,16038.0,1149.0,122987.0,535.0
2013,"Lancaster County","05000US45057",16014.0,76340.0,16014.0,1331.0,76340.0,241.0
2013,"Berkshire County, MA","05000US25003",16004.0,124709.0,16004.0,1268.0,124709.0,523.0
2013,"Flagler County","05000US12035",15985.0,96435.0,15985.0,1943.0,96435.0,266.0
2014,"Lee County","05000US28081",15973.0,83284.0,15973.0,1290.0,83284.0,358.0
2013,"Rankin County, MS","05000US28121",15966.0,138257.0,15966.0,1485.0,138257.0,430.0
2014,"Yuba County","05000US06115",15926.0,71802.0,15926.0,1519.0,71802.0,361.0
2013,"Kennebec County, ME","05000US23011",15922.0,118454.0,15922.0,1325.0,118454.0,417.0
2014,"Henderson County, NC","05000US37089",15902.0,107466.0,15902.0,1280.0,107466.0,290.0
2013,"DeSoto County, MS","05000US28033",15893.0,162685.0,15893.0,1699.0,162685.0,293.0
2014,"Kennebec County, ME","05000US23011",15891.0,118014.0,15891.0,1116.0,118014.0,426.0
2015,"Steuben County, NY","05000US36101",15888.0,97232.0,15888.0,1045.0,97232.0,286.0
2015,"Darlington County","05000US45031",15878.0,66513.0,15878.0,1193.0,66513.0,293.0
2015,"Yamhill County, OR","05000US41071",15877.0,95796.0,15877.0,1398.0,95796.0,560.0
2015,"Greenwood County","05000US45047",15875.0,66991.0,15875.0,1319.0,66991.0,437.0
2014,"Rankin County, MS","05000US28121",15874.0,139709.0,15874.0,1763.0,139709.0,560.0
2015,"Yuba County","05000US06115",15862.0,72283.0,15862.0,1356.0,72283.0,317.0
2013,"Lake County","05000US06033",15860.0,63375.0,15860.0,1529.0,63375.0,199.0
2014,"Yamhill County, OR","05000US41071",15851.0,94885.0,15851.0,1513.0,94885.0,598.0
2015,"Gurabo Municipio","05000US72063",15848.0,46483.0,15848.0,1659.0,46483.0,136.0
2013,"Nash County","05000US37127",15831.0,93351.0,15831.0,1458.0,93351.0,354.0
2014,"Sutter County","05000US06101",15824.0,93918.0,15824.0,1448.0,93918.0,293.0
2013,"Caldwell County","05000US37027",15822.0,81216.0,15822.0,1298.0,81216.0,279.0
2015,"Bartow County, GA","05000US13015",15819.0,100350.0,15819.0,1554.0,100350.0,238.0
2015,"Bay County, MI","05000US26017",15804.0,105290.0,15804.0,1102.0,105290.0,223.0
2014,"Fairfield County, OH","05000US39045",15791.0,145145.0,15791.0,1200.0,145145.0,337.0
2015,"Wilkes County","05000US37193",15791.0,67792.0,15791.0,1607.0,67792.0,274.0
2015,"Caldwell County","05000US37027",15765.0,80583.0,15765.0,1431.0,80583.0,226.0
2015,"Howard County, MD","05000US24027",15759.0,302318.0,15759.0,1783.0,302318.0,370.0
2014,"Duplin County","05000US37061",15758.0,58585.0,15758.0,1421.0,58585.0,211.0
2014,"Berkshire County, MA","05000US25003",15746.0,124013.0,15746.0,1169.0,124013.0,495.0
2013,"Lycoming County, PA","05000US42081",15731.0,111158.0,15731.0,1079.0,111158.0,436.0
2015,"Columbiana County, OH","05000US39029",15730.0,101934.0,15730.0,1214.0,101934.0,471.0
2015,"Outagamie County, WI","05000US55087",15723.0,177042.0,15723.0,1221.0,177042.0,540.0
2015,"Craven County, NC","05000US37049",15664.0,100560.0,15664.0,1396.0,100560.0,719.0
2015,"Fajardo Municipio","05000US72053",15660.0,34480.0,15660.0,1011.0,34480.0,113.0
2014,"La Crosse County, WI","05000US55063",15660.0,111262.0,15660.0,1082.0,111262.0,527.0
2014,"Glynn County","05000US13127",15650.0,79476.0,15650.0,1287.0,79476.0,386.0
2015,"Sumner County, TN","05000US47165",15644.0,167748.0,15644.0,1454.0,167748.0,294.0
2014,"Fajardo Municipio","05000US72053",15643.0,35277.0,15643.0,1015.0,35277.0,137.0
2013,"Skagit County, WA","05000US53057",15628.0,116105.0,15628.0,1379.0,116105.0,334.0
2013,"Bay County, MI","05000US26017",15617.0,106116.0,15617.0,1207.0,106116.0,213.0
2015,"Duplin County","05000US37061",15606.0,58556.0,15606.0,1438.0,58556.0,199.0
2013,"Troup County","05000US13285",15600.0,65971.0,15600.0,1317.0,65971.0,257.0
2015,"Lake County","05000US06033",15597.0,63264.0,15597.0,1181.0,63264.0,229.0
2013,"Sutter County","05000US06101",15596.0,93559.0,15596.0,1423.0,93559.0,256.0
2013,"Lauderdale County","05000US01077",15594.0,90685.0,15594.0,1354.0,90685.0,308.0
2014,"Outagamie County, WI","05000US55087",15578.0,175892.0,15578.0,1221.0,175892.0,559.0
2015,"Muskingum County","05000US39119",15554.0,83464.0,15554.0,1004.0,83464.0,381.0
2013,"Lajas Municipio","05000US72079",15547.0,25392.0,15547.0,964.0,25392.0,41.0
2013,"Camuy Municipio","05000US72027",15541.0,34752.0,15541.0,1133.0,34752.0,51.0
2013,"Shelby County, AL","05000US01117",15538.0,195713.0,15538.0,1437.0,195713.0,518.0
2013,"Woodbury County, IA","05000US19193",15532.0,99161.0,15532.0,1186.0,99161.0,344.0
2014,"Sampson County","05000US37163",15524.0,62963.0,15524.0,1168.0,62963.0,267.0
2013,"Naranjito Municipio","05000US72105",15515.0,30149.0,15515.0,1211.0,30149.0,88.0
2013,"Greenwood County","05000US45047",15499.0,67002.0,15499.0,1281.0,67002.0,500.0
2013,"Wilkes County","05000US37193",15497.0,68124.0,15497.0,1770.0,68124.0,198.0
2013,"Vermilion County","05000US17183",15494.0,79005.0,15494.0,1166.0,79005.0,281.0
2015,"Wicomico County, MD","05000US24045",15493.0,97226.0,15493.0,1419.0,97226.0,369.0
2014,"Jones County","05000US28067",15477.0,66636.0,15477.0,1587.0,66636.0,391.0
2014,"Berkeley County, WV","05000US54003",15463.0,105740.0,15463.0,1615.0,105740.0,458.0
2013,"La Crosse County, WI","05000US55063",15458.0,110251.0,15458.0,1120.0,110251.0,520.0
2015,"Buchanan County","05000US29021",15456.0,85529.0,15456.0,1072.0,85529.0,389.0
2014,"Hardin County, KY","05000US21093",15444.0,103627.0,15444.0,1663.0,103627.0,442.0
2014,"Steuben County, NY","05000US36101",15439.0,97398.0,15439.0,963.0,97398.0,243.0
2014,"Woodbury County, IA","05000US19193",15434.0,99389.0,15434.0,1391.0,99389.0,346.0
2015,"Franklin County","05000US53021",15406.0,84049.0,15406.0,1714.0,84049.0,274.0
2014,"Lake County","05000US06033",15395.0,63299.0,15395.0,1279.0,63299.0,217.0
2014,"Victoria County","05000US48469",15395.0,87519.0,15395.0,1544.0,87519.0,373.0
2013,"Yuba County","05000US06115",15392.0,71271.0,15392.0,1284.0,71271.0,267.0
2015,"Lee County","05000US28081",15327.0,83861.0,15327.0,1309.0,83861.0,339.0
2014,"Johnson County, IN","05000US18081",15320.0,141024.0,15320.0,1756.0,141024.0,461.0
2014,"Henderson County","05000US48213",15311.0,77460.0,15311.0,1468.0,77460.0,241.0
2013,"Jones County","05000US28067",15307.0,66614.0,15307.0,1461.0,66614.0,283.0
2013,"Duplin County","05000US37061",15301.0,58274.0,15301.0,1429.0,58274.0,191.0
2015,"Bannock County","05000US16005",15288.0,81121.0,15288.0,1305.0,81121.0,652.0
2013,"Muskogee County","05000US40101",15280.0,66826.0,15280.0,1196.0,66826.0,425.0
2014,"Lajas Municipio","05000US72079",15266.0,25066.0,15266.0,996.0,25066.0,39.0
2013,"Outagamie County, WI","05000US55087",15239.0,174852.0,15239.0,1210.0,174852.0,398.0
2014,"Pike County","05000US21195",15238.0,63121.0,15238.0,1169.0,63121.0,301.0
2015,"Berkeley County, WV","05000US54003",15235.0,107351.0,15235.0,1715.0,107351.0,470.0
2014,"Allegan County, MI","05000US26005",15220.0,110980.0,15220.0,1339.0,110980.0,278.0
2015,"Jones County","05000US28067",15197.0,66855.0,15197.0,1484.0,66855.0,224.0
2014,"Mercer County, PA","05000US42085",15185.0,108475.0,15185.0,970.0,108475.0,569.0
2014,"Camuy Municipio","05000US72027",15178.0,34385.0,15178.0,1093.0,34385.0,54.0
2013,"Nacogdoches County","05000US48347",15174.0,59088.0,15174.0,1191.0,59088.0,592.0
2014,"Marathon County, WI","05000US55073",15171.0,132896.0,15171.0,1206.0,132896.0,351.0
2013,"Aguas Buenas Municipio","05000US72007",15171.0,28271.0,15171.0,1063.0,28271.0,101.0
2014,"Dallas County","05000US01047",15163.0,42234.0,15163.0,1243.0,42234.0,171.0
2014,"Howard County, MD","05000US24027",15159.0,297503.0,15159.0,1531.0,297503.0,317.0
2013,"Glynn County","05000US13127",15148.0,78905.0,15148.0,1552.0,78905.0,373.0
2013,"Dallas County","05000US01047",15143.0,42653.0,15143.0,1083.0,42653.0,128.0
2013,"Lee County","05000US28081",15137.0,82695.0,15137.0,1183.0,82695.0,317.0
2014,"Aguas Buenas Municipio","05000US72007",15135.0,27996.0,15135.0,1075.0,27996.0,96.0
2014,"Buchanan County","05000US29021",15133.0,85534.0,15133.0,1271.0,85534.0,396.0
2015,"Fairfield County, OH","05000US39045",15110.0,146126.0,15110.0,1339.0,146126.0,362.0
2013,"Steuben County, NY","05000US36101",15100.0,97471.0,15100.0,1010.0,97471.0,206.0
2013,"Muskingum County","05000US39119",15056.0,83333.0,15056.0,994.0,83333.0,457.0
2013,"Newton County, GA","05000US13217",15051.0,98976.0,15051.0,2061.0,98976.0,415.0
2013,"Fajardo Municipio","05000US72053",15042.0,35986.0,15042.0,998.0,35986.0,130.0
2014,"Daviess County","05000US21059",15016.0,94988.0,15016.0,1222.0,94988.0,406.0
2015,"Kaufman County, TX","05000US48257",15016.0,107490.0,15016.0,1525.0,107490.0,470.0
2014,"Walker County","05000US01127",14997.0,65103.0,14997.0,1453.0,65103.0,275.0
2015,"Henderson County, NC","05000US37089",14984.0,108533.0,14984.0,1333.0,108533.0,229.0
2015,"Glynn County","05000US13127",14981.0,80249.0,14981.0,1422.0,80249.0,404.0
2013,"Henderson County, NC","05000US37089",14975.0,106366.0,14975.0,1567.0,106366.0,263.0
2014,"Vermilion County","05000US17183",14965.0,78162.0,14965.0,964.0,78162.0,315.0
2015,"Daviess County","05000US21059",14948.0,95592.0,14948.0,1284.0,95592.0,331.0
2014,"Watauga County","05000US37189",14947.0,46541.0,14947.0,930.0,46541.0,714.0
2013,"Allegan County, MI","05000US26005",14933.0,110518.0,14933.0,1200.0,110518.0,226.0
2013,"Eau Claire County, WI","05000US55035",14928.0,95109.0,14928.0,1087.0,95109.0,472.0
2015,"Riley County","05000US20161",14922.0,66205.0,14922.0,1072.0,66205.0,778.0
2015,"Lebanon County, PA","05000US42075",14922.0,132541.0,14922.0,1273.0,132541.0,346.0
2013,"Cullman County","05000US01043",14903.0,79386.0,14903.0,1443.0,79386.0,230.0
2015,"Oconee County","05000US45073",14897.0,74271.0,14897.0,1125.0,74271.0,197.0
2014,"Wayne County, OH","05000US39169",14888.0,111162.0,14888.0,1382.0,111162.0,350.0
2015,"Hardin County, KY","05000US21093",14886.0,103997.0,14886.0,1219.0,103997.0,439.0
2015,"Maverick County","05000US48323",14872.0,55773.0,14872.0,1441.0,55773.0,280.0
2015,"Eau Claire County, WI","05000US55035",14862.0,97020.0,14862.0,1016.0,97020.0,482.0
2014,"Naranjito Municipio","05000US72105",14859.0,29868.0,14859.0,1256.0,29868.0,113.0
2013,"Riley County","05000US20161",14858.0,64051.0,14858.0,1158.0,64051.0,729.0
2015,"Wood County","05000US54107",14825.0,85243.0,14825.0,1136.0,85243.0,319.0
2013,"Iberia Parish","05000US22045",14824.0,71471.0,14824.0,1274.0,71471.0,1226.0
2014,"Saratoga County, NY","05000US36091",14820.0,218060.0,14820.0,1169.0,218060.0,582.0
2013,"Oktibbeha County","05000US28105",14816.0,43912.0,14816.0,1030.0,43912.0,471.0
2015,"Cullman County","05000US01043",14814.0,79885.0,14814.0,1294.0,79885.0,268.0
2015,"Flagler County","05000US12035",14814.0,99791.0,14814.0,1805.0,99791.0,357.0
2015,"Lancaster County","05000US45057",14802.0,79206.0,14802.0,1405.0,79206.0,331.0
2013,"Pike County","05000US21195",14793.0,63196.0,14793.0,1227.0,63196.0,299.0
2015,"Aguas Buenas Municipio","05000US72007",14789.0,27597.0,14789.0,1057.0,27597.0,83.0
2013,"Lowndes County","05000US28087",14783.0,58193.0,14783.0,1195.0,58193.0,311.0
2015,"Oktibbeha County","05000US28105",14780.0,43800.0,14780.0,1155.0,43800.0,348.0
2014,"Greene County","05000US47059",14780.0,66776.0,14780.0,1080.0,66776.0,277.0
2015,"Wayne County, OH","05000US39169",14758.0,111438.0,14758.0,1267.0,111438.0,347.0
2014,"Eau Claire County, WI","05000US55035",14753.0,96032.0,14753.0,831.0,96032.0,784.0
2015,"Nacogdoches County","05000US48347",14752.0,60055.0,14752.0,1451.0,60055.0,510.0
2013,"Greene County","05000US47059",14750.0,66941.0,14750.0,1372.0,66941.0,234.0
2013,"Johnson County, IN","05000US18081",14733.0,138808.0,14733.0,1425.0,138808.0,407.0
2015,"Watauga County","05000US37189",14726.0,46925.0,14726.0,802.0,46925.0,402.0
2014,"Iberia Parish","05000US22045",14720.0,72372.0,14720.0,1471.0,72372.0,259.0
2013,"Indiana County","05000US42063",14695.0,83228.0,14695.0,922.0,83228.0,635.0
2014,"Muskogee County","05000US40101",14679.0,66679.0,14679.0,1029.0,66679.0,409.0
2015,"Muskogee County","05000US40101",14670.0,66227.0,14670.0,795.0,66227.0,404.0
2014,"Oktibbeha County","05000US28105",14666.0,43853.0,14666.0,1218.0,43853.0,617.0
2013,"Quebradillas Municipio","05000US72115",14663.0,25646.0,14663.0,1029.0,25646.0,133.0
2013,"Mercer County, PA","05000US42085",14655.0,108935.0,14655.0,909.0,108935.0,592.0
2013,"Victoria County","05000US48469",14638.0,86709.0,14638.0,1501.0,86709.0,296.0
2015,"Lajas Municipio","05000US72079",14632.0,24666.0,14632.0,950.0,24666.0,43.0
2014,"Kaufman County, TX","05000US48257",14628.0,105499.0,14628.0,1389.0,105499.0,425.0
2015,"Naranjito Municipio","05000US72105",14616.0,29597.0,14616.0,1179.0,29597.0,99.0
2014,"Moore County","05000US37125",14609.0,89656.0,14609.0,1301.0,89656.0,214.0
2013,"Añasco Municipio","05000US72011",14599.0,29001.0,14599.0,996.0,29001.0,58.0
2014,"Riley County","05000US20161",14599.0,65400.0,14599.0,1202.0,65400.0,709.0
2015,"Walker County","05000US01127",14598.0,64892.0,14598.0,1460.0,64892.0,237.0
2014,"Lowndes County","05000US28087",14586.0,58279.0,14586.0,1191.0,58279.0,286.0
2015,"Saratoga County, NY","05000US36091",14583.0,219431.0,14583.0,1008.0,219431.0,456.0
2014,"Troup County","05000US13285",14583.0,66552.0,14583.0,1330.0,66552.0,267.0
2015,"Dallas County","05000US01047",14580.0,41648.0,14580.0,984.0,41648.0,172.0
2015,"Henderson County","05000US48213",14572.0,77507.0,14572.0,1307.0,77507.0,274.0
2015,"Vermilion County","05000US17183",14571.0,77368.0,14571.0,1021.0,77368.0,300.0
2013,"Henderson County","05000US48213",14559.0,77206.0,14559.0,1402.0,77206.0,247.0
2015,"Woodbury County, IA","05000US19193",14557.0,99501.0,14557.0,1371.0,99501.0,360.0
2013,"Midland County, TX","05000US48329",14555.0,140625.0,14555.0,1624.0,140625.0,343.0
2015,"Mercer County, PA","05000US42085",14549.0,107882.0,14549.0,999.0,107882.0,508.0
2014,"Frederick County, MD","05000US24021",14540.0,234784.0,14540.0,1447.0,234784.0,551.0
2015,"Victoria County","05000US48469",14531.0,88582.0,14531.0,1482.0,88582.0,286.0
2013,"Buchanan County","05000US29021",14514.0,85427.0,14514.0,1077.0,85427.0,375.0
2014,"Quebradillas Municipio","05000US72115",14510.0,25417.0,14510.0,1045.0,25417.0,137.0
2013,"Van Buren County","05000US26159",14498.0,74904.0,14498.0,957.0,74904.0,277.0
2013,"Pulaski County","05000US21199",14487.0,62287.0,14487.0,1370.0,62287.0,231.0
2014,"Midland County, TX","05000US48329",14484.0,144750.0,14484.0,1652.0,144750.0,280.0
2013,"Marathon County, WI","05000US55073",14482.0,132513.0,14482.0,1168.0,132513.0,353.0
2014,"Nacogdoches County","05000US48347",14480.0,59696.0,14480.0,1238.0,59696.0,504.0
2013,"Hamilton County, IN","05000US18057",14453.0,281143.0,14453.0,1330.0,281143.0,318.0
2014,"Kent County, RI","05000US44003",14448.0,163622.0,14448.0,1205.0,163622.0,364.0
2015,"Howard County","05000US18067",14445.0,81324.0,14445.0,1096.0,81324.0,343.0
2013,"Halifax County","05000US37083",14422.0,52616.0,14422.0,1200.0,52616.0,292.0
2013,"Watauga County","05000US37189",14420.0,46137.0,14420.0,918.0,46137.0,504.0
2015,"Troup County","05000US13285",14388.0,67084.0,14388.0,1280.0,67084.0,306.0
2015,"Otero County","05000US35035",14387.0,62342.0,14387.0,1343.0,62342.0,295.0
