Edition,Measure Name,State Name,Rank,Value
2001,Median Household Income,Georgia,,56680.0
2001,Median Household Income,Hawaii,,69727.0
2001,Median Household Income,Idaho,,50877.0
2001,Median Household Income,Illinois,,62311.0
2001,Median Household Income,Indiana,,55278.0
2001,Median Household Income,Iowa,,55449.0
2001,Median Household Income,Kansas,,55541.0
2001,Median Household Income,Kentucky,,49056.0
2001,Median Household Income,Louisiana,,41553.0
2001,Median Household Income,Maine,,50410.0
2001,Median Household Income,Maryland,,73770.0
2001,Median Household Income,Massachusetts,,63243.0
2001,Median Household Income,Michigan,,61564.0
2001,Median Household Income,Minnesota,,73386.0
2001,Median Household Income,Mississippi,,46397.0
2001,Median Household Income,Missouri,,61003.0
2001,Median Household Income,Montana,,44338.0
2001,Median Household Income,Nebraska,,56476.0
2001,Median Household Income,Nevada,,61897.0
2001,Median Household Income,New Hampshire,,68888.0
2001,Median Household Income,New Jersey,,68183.0
2001,Median Household Income,New Mexico,,47471.0
2001,Median Household Income,New York,,55115.0
2001,Median Household Income,North Carolina,,51832.0
2001,Median Household Income,North Dakota,,48692.0
2001,Median Household Income,Ohio,,58115.0
2001,Median Household Income,Oklahoma,,43871.0
2001,Median Household Income,Oregon,,57489.0
2001,Median Household Income,Pennsylvania,,57052.0
2001,Median Household Income,Rhode Island,,57080.0
2001,Median Household Income,South Carolina,,50821.0
2001,Median Household Income,South Dakota,,49340.0
2001,Median Household Income,Tennessee,,46122.0
2001,Median Household Income,Texas,,52227.0
2001,Median Household Income,Utah,,64321.0
2001,Median Household Income,Vermont,,53559.0
2001,Median Household Income,Virginia,,63798.0
2001,Median Household Income,Washington,,57524.0
2001,Median Household Income,West Virginia,,39785.0
2001,Median Household Income,Wisconsin,,60991.0
2001,Median Household Income,Wyoming,,53606.0
2001,Median Household Income,United States,,56800.0
2001,Median Household Income,District of Columbia,,55761.0
2001,Obesity,Alabama,49.0,23.9
2001,Obesity,Alaska,30.0,21.0
2001,Obesity,Arizona,20.0,19.2
2001,Obesity,Arkansas,47.0,23.3
2001,Obesity,California,24.0,19.9
2001,Obesity,Colorado,1.0,14.2
2001,Obesity,Connecticut,7.0,17.4
2001,Obesity,Delaware,4.0,16.6
2001,Obesity,Florida,16.0,18.7
2001,Obesity,Georgia,33.0,21.5
2001,Obesity,Hawaii,2.0,15.7
2001,Obesity,Idaho,18.0,18.9
2001,Obesity,Illinois,37.0,21.7
2001,Obesity,Indiana,38.0,21.8
2001,Obesity,Iowa,33.0,21.5
2001,Obesity,Kansas,29.0,20.8
2001,Obesity,Kentucky,44.0,23.0
2001,Obesity,Louisiana,48.0,23.6
2001,Obesity,Maine,25.0,20.0
2001,Obesity,Maryland,27.0,20.2
2001,Obesity,Massachusetts,5.0,16.8
2001,Obesity,Michigan,42.0,22.4
2001,Obesity,Minnesota,7.0,17.4
2001,Obesity,Mississippi,50.0,25.0
2001,Obesity,Missouri,41.0,22.1
2001,Obesity,Montana,3.0,15.9
2001,Obesity,Nebraska,31.0,21.1
2001,Obesity,Nevada,10.0,17.9
2001,Obesity,New Hampshire,12.0,18.1
2001,Obesity,New Jersey,15.0,18.5
2001,Obesity,New Mexico,21.0,19.3
2001,Obesity,New York,9.0,17.7
2001,Obesity,North Carolina,38.0,21.8
2001,Obesity,North Dakota,28.0,20.4
2001,Obesity,Ohio,33.0,21.5
2001,Obesity,Oklahoma,22.0,19.7
2001,Obesity,Oregon,33.0,21.5
2001,Obesity,Pennsylvania,32.0,21.2
2001,Obesity,Rhode Island,6.0,17.1
2001,Obesity,South Carolina,40.0,22.0
2001,Obesity,South Dakota,23.0,19.8
2001,Obesity,Tennessee,43.0,22.9
2001,Obesity,Texas,45.0,23.1
2001,Obesity,Utah,19.0,19.1
2001,Obesity,Vermont,13.0,18.2
2001,Obesity,Virginia,13.0,18.2
2001,Obesity,Washington,17.0,18.8
2001,Obesity,West Virginia,46.0,23.2
2001,Obesity,Wisconsin,25.0,20.0
2001,Obesity,Wyoming,11.0,18.0
2001,Obesity,United States,,20.0
2001,Obesity,District of Columbia,,21.5
2001,Smoking,Alabama,41.0,25.2
2001,Smoking,Alaska,39.0,25.0
2001,Smoking,Arizona,3.0,18.6
2001,Smoking,Arkansas,40.0,25.1
2001,Smoking,California,2.0,17.2
2001,Smoking,Colorado,9.0,20.0
2001,Smoking,Connecticut,7.0,19.9
2001,Smoking,Delaware,23.0,22.9
2001,Smoking,Florida,24.0,23.2
2001,Smoking,Georgia,29.0,23.5
2001,Smoking,Hawaii,5.0,19.7
2001,Smoking,Idaho,21.0,22.3
2001,Smoking,Illinois,21.0,22.3
2001,Smoking,Indiana,47.0,26.9
2001,Smoking,Iowa,24.0,23.2
2001,Smoking,Kansas,13.0,21.0
2001,Smoking,Kentucky,50.0,30.5
2001,Smoking,Louisiana,34.0,24.1
2001,Smoking,Maine,32.0,23.8
2001,Smoking,Maryland,10.0,20.5
2001,Smoking,Massachusetts,7.0,19.9
2001,Smoking,Michigan,34.0,24.1
2001,Smoking,Minnesota,6.0,19.8
2001,Smoking,Mississippi,29.0,23.5
2001,Smoking,Missouri,48.0,27.2
2001,Smoking,Montana,4.0,18.8
2001,Smoking,Nebraska,15.0,21.2
2001,Smoking,Nevada,49.0,29.0
2001,Smoking,New Hampshire,42.0,25.3
2001,Smoking,New Jersey,13.0,21.0
2001,Smoking,New Mexico,31.0,23.6
2001,Smoking,New York,18.0,21.6
2001,Smoking,North Carolina,44.0,26.1
2001,Smoking,North Dakota,24.0,23.2
2001,Smoking,Ohio,46.0,26.2
2001,Smoking,Oklahoma,27.0,23.3
2001,Smoking,Oregon,11.0,20.7
2001,Smoking,Pennsylvania,37.0,24.3
2001,Smoking,Rhode Island,28.0,23.4
2001,Smoking,South Carolina,38.0,24.9
2001,Smoking,South Dakota,19.0,21.9
2001,Smoking,Tennessee,43.0,25.7
2001,Smoking,Texas,19.0,21.9
2001,Smoking,Utah,1.0,12.9
2001,Smoking,Vermont,17.0,21.5
2001,Smoking,Virginia,16.0,21.4
2001,Smoking,Washington,11.0,20.7
2001,Smoking,West Virginia,44.0,26.1
2001,Smoking,Wisconsin,34.0,24.1
2001,Smoking,Wyoming,32.0,23.8
2001,Smoking,United States,,23.2
2001,Smoking,District of Columbia,,20.9
2002,Diabetes,District of Columbia,,8.3
2002,Diabetes,Nebraska,8.0,5.2
2002,Diabetes,Oklahoma,43.0,7.7
2002,Diabetes,Mississippi,49.0,9.3
2002,Diabetes,Maryland,35.0,6.9
2002,Diabetes,Oregon,14.0,5.7
2002,Diabetes,Texas,37.0,7.1
2002,Diabetes,Hawaii,22.0,6.2
2002,Diabetes,Wyoming,4.0,4.5
2002,Diabetes,Alaska,1.0,4.0
2002,Diabetes,Florida,47.0,8.2
2002,Diabetes,Kentucky,31.0,6.7
2002,Diabetes,North Dakota,6.0,5.1
2002,Diabetes,Kansas,18.0,5.8
2002,Diabetes,South Dakota,20.0,6.1
2002,Diabetes,Michigan,40.0,7.2
2002,Diabetes,Louisiana,42.0,7.6
2002,Diabetes,Montana,11.0,5.6
2002,Diabetes,Wisconsin,11.0,5.6
2002,Diabetes,Indiana,26.0,6.5
2002,Diabetes,Rhode Island,25.0,6.4
2002,Diabetes,Connecticut,24.0,6.3
2002,Diabetes,Vermont,6.0,5.1
2002,Diabetes,South Carolina,46.0,8.1
2002,Diabetes,Delaware,37.0,7.1
2002,Diabetes,Iowa,14.0,5.7
2002,Diabetes,Missouri,28.0,6.6
2002,Diabetes,Georgia,35.0,6.9
2002,Diabetes,Washington,14.0,5.7
2002,Diabetes,Minnesota,3.0,4.4
2002,Diabetes,Virginia,19.0,6.0
2002,Diabetes,Alabama,50.0,9.6
2002,Diabetes,California,26.0,6.5
2002,Diabetes,Utah,2.0,4.3
2002,Diabetes,New York,28.0,6.6
2002,Diabetes,New Hampshire,9.0,5.4
2002,Diabetes,West Virginia,48.0,8.8
2002,Diabetes,Illinois,28.0,6.6
2002,Diabetes,New Mexico,22.0,6.2
2002,Diabetes,New Jersey,37.0,7.1
2002,Diabetes,Ohio,40.0,7.2
2002,Diabetes,Idaho,9.0,5.4
2002,Diabetes,Nevada,14.0,5.7
2002,Diabetes,Massachusetts,11.0,5.6
2002,Diabetes,Colorado,5.0,4.6
2002,Diabetes,Arkansas,45.0,7.8
2002,Diabetes,Pennsylvania,31.0,6.7
2002,Diabetes,Tennessee,43.0,7.7
2002,Diabetes,United States,,6.5
2002,Diabetes,Arizona,20.0,6.1
2002,Diabetes,North Carolina,31.0,6.7
2002,Diabetes,Maine,31.0,6.7
2002,Income Inequity,Alabama,24.0,0.446
2002,Income Inequity,Alaska,4.0,0.405
2002,Income Inequity,Arizona,22.0,0.439
2002,Income Inequity,Arkansas,38.0,0.465
2002,Income Inequity,California,41.0,0.468
2002,Income Inequity,Colorado,9.0,0.429
2002,Income Inequity,Connecticut,27.0,0.447
2002,Income Inequity,Delaware,12.0,0.431
2002,Income Inequity,Florida,31.0,0.451
2002,Income Inequity,Georgia,27.0,0.447
2002,Income Inequity,Hawaii,2.0,0.4
2002,Income Inequity,Idaho,18.0,0.4370000000000001
2002,Income Inequity,Illinois,29.0,0.448
2002,Income Inequity,Indiana,29.0,0.448
2002,Income Inequity,Iowa,6.0,0.42
2002,Income Inequity,Kansas,17.0,0.436
2002,Income Inequity,Kentucky,34.0,0.452
2002,Income Inequity,Louisiana,41.0,0.468
2002,Income Inequity,Maine,14.0,0.434
2002,Income Inequity,Maryland,44.0,0.47
2002,Income Inequity,Massachusetts,47.0,0.489
2002,Income Inequity,Michigan,31.0,0.451
2002,Income Inequity,Minnesota,15.0,0.435
2002,Income Inequity,Mississippi,36.0,0.462
2002,Income Inequity,Missouri,18.0,0.4370000000000001
2002,Income Inequity,Montana,6.0,0.42
2002,Income Inequity,Nebraska,6.0,0.42
2002,Income Inequity,Nevada,15.0,0.435
2002,Income Inequity,New Hampshire,23.0,0.443
2002,Income Inequity,New Jersey,45.0,0.473
2002,Income Inequity,New Mexico,12.0,0.431
2002,Income Inequity,New York,49.0,0.494
2002,Income Inequity,North Carolina,18.0,0.4370000000000001
2002,Income Inequity,North Dakota,5.0,0.411
2002,Income Inequity,Ohio,9.0,0.429
2002,Income Inequity,Oklahoma,40.0,0.467
2002,Income Inequity,Oregon,24.0,0.446
2002,Income Inequity,Pennsylvania,31.0,0.451
2002,Income Inequity,Rhode Island,43.0,0.469
2002,Income Inequity,South Carolina,37.0,0.464
2002,Income Inequity,South Dakota,11.0,0.43
2002,Income Inequity,Tennessee,48.0,0.491
2002,Income Inequity,Texas,46.0,0.479
2002,Income Inequity,Utah,1.0,0.395
2002,Income Inequity,Vermont,50.0,0.507
2002,Income Inequity,Virginia,35.0,0.459
2002,Income Inequity,Washington,38.0,0.465
2002,Income Inequity,West Virginia,24.0,0.446
2002,Income Inequity,Wisconsin,21.0,0.438
2002,Income Inequity,Wyoming,3.0,0.401
2002,Income Inequity,United States,,0.462
2002,Income Inequity,District of Columbia,,0.514
2002,Median Household Income,Alabama,,46262.0
2002,Median Household Income,Alaska,,75476.0
2002,Median Household Income,Arizona,,56189.0
2002,Median Household Income,Arkansas,,43866.0
2002,Median Household Income,California,,62186.0
2002,Median Household Income,Colorado,,64995.0
2002,Median Household Income,Connecticut,,70192.0
2002,Median Household Income,Delaware,,65265.0
2002,Median Household Income,Florida,,47922.0
2002,Median Household Income,Georgia,,56020.0
2002,Median Household Income,Hawaii,,62419.0
2002,Median Household Income,Idaho,,50316.0
2002,Median Household Income,Illinois,,60750.0
2002,Median Household Income,Indiana,,53129.0
2002,Median Household Income,Iowa,,53915.0
2002,Median Household Income,Kansas,,54493.0
2002,Median Household Income,Kentucky,,50574.0
2002,Median Household Income,Louisiana,,43844.0
2002,Median Household Income,Maine,,48173.0
2002,Median Household Income,Maryland,,70433.0
2002,Median Household Income,Massachusetts,,68753.0
2002,Median Household Income,Michigan,,59271.0
2002,Median Household Income,Minnesota,,69316.0
2002,Median Household Income,Mississippi,,39685.0
2002,Median Household Income,Missouri,,54393.0
2002,Median Household Income,Montana,,42270.0
2002,Median Household Income,Nebraska,,57382.0
2002,Median Household Income,Nevada,,59740.0
2002,Median Household Income,New Hampshire,,67540.0
2002,Median Household Income,New Jersey,,68119.0
2002,Median Household Income,New Mexico,,43584.0
2002,Median Household Income,New York,,55412.0
2002,Median Household Income,North Carolina,,50212.0
2002,Median Household Income,North Dakota,,47095.0
2002,Median Household Income,Ohio,,54979.0
2002,Median Household Income,Oklahoma,,46853.0
2002,Median Household Income,Oregon,,54306.0
2002,Median Household Income,Pennsylvania,,57235.0
2002,Median Household Income,Rhode Island,,60161.0
2002,Median Household Income,South Carolina,,49652.0
2002,Median Household Income,South Dakota,,52198.0
2002,Median Household Income,Tennessee,,47082.0
2002,Median Household Income,Texas,,53762.0
2002,Median Household Income,Utah,,62291.0
2002,Median Household Income,Vermont,,53675.0
2002,Median Household Income,Virginia,,66106.0
2002,Median Household Income,Washington,,55907.0
2002,Median Household Income,West Virginia,,39043.0
2002,Median Household Income,Wisconsin,,59665.0
2002,Median Household Income,Wyoming,,52261.0
2002,Median Household Income,United States,,55562.0
2002,Median Household Income,District of Columbia,,54169.0
2002,Obesity,Alabama,44.0,24.5
2002,Obesity,Alaska,31.0,22.1
2002,Obesity,Arizona,7.0,18.5
2002,Obesity,Arkansas,33.0,22.4
2002,Obesity,California,30.0,21.9
2002,Obesity,Colorado,1.0,14.9
2002,Obesity,Connecticut,5.0,17.9
2002,Obesity,Delaware,24.0,20.8
2002,Obesity,Florida,8.0,18.8
2002,Obesity,Georgia,39.0,22.7
2002,Obesity,Hawaii,5.0,17.9
2002,Obesity,Idaho,21.0,20.5
2002,Obesity,Illinois,26.0,21.0
2002,Obesity,Indiana,44.0,24.5
2002,Obesity,Iowa,36.0,22.5
2002,Obesity,Kansas,29.0,21.6
2002,Obesity,Kentucky,46.0,24.6
2002,Obesity,Louisiana,43.0,24.0
2002,Obesity,Maine,13.0,19.5
2002,Obesity,Maryland,21.0,20.5
2002,Obesity,Massachusetts,2.0,16.6
2002,Obesity,Michigan,48.0,25.0
2002,Obesity,Minnesota,18.0,19.9
2002,Obesity,Mississippi,50.0,26.5
2002,Obesity,Missouri,41.0,23.2
2002,Obesity,Montana,8.0,18.8
2002,Obesity,Nebraska,23.0,20.7
2002,Obesity,Nevada,13.0,19.5
2002,Obesity,New Hampshire,12.0,19.4
2002,Obesity,New Jersey,15.0,19.6
2002,Obesity,New Mexico,16.0,19.7
2002,Obesity,New York,19.0,20.3
2002,Obesity,North Carolina,40.0,22.9
2002,Obesity,North Dakota,20.0,20.4
2002,Obesity,Ohio,33.0,22.4
2002,Obesity,Oklahoma,38.0,22.6
2002,Obesity,Oregon,27.0,21.1
2002,Obesity,Pennsylvania,31.0,22.1
2002,Obesity,Rhode Island,4.0,17.7
2002,Obesity,South Carolina,36.0,22.5
2002,Obesity,South Dakota,28.0,21.2
2002,Obesity,Tennessee,42.0,23.4
2002,Obesity,Texas,46.0,24.6
2002,Obesity,Utah,10.0,19.1
2002,Obesity,Vermont,3.0,17.6
2002,Obesity,Virginia,25.0,20.9
2002,Obesity,Washington,11.0,19.3
2002,Obesity,West Virginia,49.0,25.1
2002,Obesity,Wisconsin,33.0,22.4
2002,Obesity,Wyoming,16.0,19.7
2002,Obesity,United States,,20.9
2002,Obesity,District of Columbia,,20.0
2002,Smoking,Alabama,29.0,23.8
2002,Smoking,Alaska,44.0,26.2
2002,Smoking,Arizona,11.0,21.5
2002,Smoking,Arkansas,39.0,25.5
2002,Smoking,California,2.0,17.2
2002,Smoking,Colorado,18.0,22.3
2002,Smoking,Connecticut,8.0,20.6
2002,Smoking,Delaware,37.0,25.0
2002,Smoking,Florida,20.0,22.4
2002,Smoking,Georgia,27.0,23.7
2002,Smoking,Hawaii,6.0,20.5
2002,Smoking,Idaho,4.0,19.6
2002,Smoking,Illinois,27.0,23.7
2002,Smoking,Indiana,46.0,27.4
2002,Smoking,Iowa,13.0,22.1
2002,Smoking,Kansas,15.0,22.2
2002,Smoking,Kentucky,50.0,30.9
2002,Smoking,Louisiana,36.0,24.6
2002,Smoking,Maine,31.0,23.9
2002,Smoking,Maryland,9.0,21.1
2002,Smoking,Massachusetts,3.0,19.5
2002,Smoking,Michigan,40.0,25.6
2002,Smoking,Minnesota,15.0,22.2
2002,Smoking,Mississippi,38.0,25.3
2002,Smoking,Missouri,42.0,25.9
2002,Smoking,Montana,12.0,21.9
2002,Smoking,Nebraska,5.0,20.2
2002,Smoking,Nevada,45.0,26.9
2002,Smoking,New Hampshire,33.0,24.1
2002,Smoking,New Jersey,9.0,21.1
2002,Smoking,New Mexico,29.0,23.8
2002,Smoking,New York,25.0,23.2
2002,Smoking,North Carolina,41.0,25.7
2002,Smoking,North Dakota,13.0,22.1
2002,Smoking,Ohio,47.0,27.6
2002,Smoking,Oklahoma,49.0,28.7
2002,Smoking,Oregon,6.0,20.5
2002,Smoking,Pennsylvania,35.0,24.5
2002,Smoking,Rhode Island,31.0,23.9
2002,Smoking,South Carolina,43.0,26.0
2002,Smoking,South Dakota,18.0,22.3
2002,Smoking,Tennessee,34.0,24.4
2002,Smoking,Texas,20.0,22.4
2002,Smoking,Utah,1.0,13.2
2002,Smoking,Vermont,20.0,22.4
2002,Smoking,Virginia,23.0,22.5
2002,Smoking,Washington,23.0,22.5
2002,Smoking,West Virginia,48.0,28.2
2002,Smoking,Wisconsin,26.0,23.6
2002,Smoking,Wyoming,15.0,22.2
2002,Smoking,United States,,23.2
2002,Smoking,District of Columbia,,20.8
2003,Diabetes,New Jersey,15.0,6.1
2003,Diabetes,Nevada,18.0,6.2
2003,Diabetes,Alaska,1.0,3.5
2003,Diabetes,West Virginia,50.0,10.2
2003,Diabetes,Maine,37.0,7.3
2003,Diabetes,Illinois,28.0,6.8
2003,Diabetes,Kentucky,30.0,7.0
2003,Diabetes,Rhode Island,7.0,5.6
2003,Diabetes,Washington,9.0,5.8
2003,Diabetes,Delaware,32.0,7.1
2003,Diabetes,Massachusetts,9.0,5.8
2003,Diabetes,North Carolina,35.0,7.2
2003,Diabetes,Nebraska,9.0,5.8
2003,Diabetes,Wisconsin,5.0,5.1
2003,Diabetes,Indiana,39.0,7.4
2003,Diabetes,Georgia,32.0,7.1
2003,Diabetes,Hawaii,9.0,5.8
2003,Diabetes,Colorado,2.0,4.4
2003,Diabetes,Iowa,26.0,6.5
2003,Diabetes,Mississippi,49.0,8.6
2003,Diabetes,Utah,2.0,4.4
2003,Diabetes,Maryland,29.0,6.9
2003,Diabetes,North Dakota,15.0,6.1
2003,Diabetes,Ohio,42.0,7.7
2003,Diabetes,Wyoming,7.0,5.6
2003,Diabetes,Alabama,47.0,8.5
2003,Diabetes,Vermont,13.0,5.9
2003,Diabetes,Connecticut,13.0,5.9
2003,Diabetes,Florida,41.0,7.6
2003,Diabetes,Missouri,37.0,7.3
2003,Diabetes,Pennsylvania,45.0,8.1
2003,Diabetes,California,39.0,7.4
2003,Diabetes,Texas,30.0,7.0
2003,Diabetes,Louisiana,32.0,7.1
2003,Diabetes,South Dakota,23.0,6.3
2003,Diabetes,District of Columbia,,7.6
2003,Diabetes,Oklahoma,27.0,6.7
2003,Diabetes,Arkansas,43.0,7.9
2003,Diabetes,Kansas,24.0,6.4
2003,Diabetes,Montana,6.0,5.5
2003,Diabetes,Michigan,43.0,7.9
2003,Diabetes,Oregon,18.0,6.2
2003,Diabetes,United States,,6.5
2003,Diabetes,Virginia,18.0,6.2
2003,Diabetes,Idaho,15.0,6.1
2003,Diabetes,South Carolina,46.0,8.4
2003,Diabetes,Minnesota,4.0,4.9
2003,Diabetes,New York,35.0,7.2
2003,Diabetes,Tennessee,47.0,8.5
2003,Diabetes,Arizona,24.0,6.4
2003,Diabetes,New Hampshire,18.0,6.2
2003,Diabetes,New Mexico,18.0,6.2
2003,Income Inequity,Alabama,38.0,0.463
2003,Income Inequity,Alaska,1.0,0.389
2003,Income Inequity,Arizona,28.0,0.446
2003,Income Inequity,Arkansas,28.0,0.446
2003,Income Inequity,California,39.0,0.468
2003,Income Inequity,Colorado,25.0,0.444
2003,Income Inequity,Connecticut,37.0,0.46
2003,Income Inequity,Delaware,6.0,0.415
2003,Income Inequity,Florida,42.0,0.481
2003,Income Inequity,Georgia,13.0,0.429
2003,Income Inequity,Hawaii,18.0,0.435
2003,Income Inequity,Idaho,14.0,0.43
2003,Income Inequity,Illinois,16.0,0.433
2003,Income Inequity,Indiana,34.0,0.459
2003,Income Inequity,Iowa,11.0,0.424
2003,Income Inequity,Kansas,39.0,0.468
2003,Income Inequity,Kentucky,32.0,0.453
2003,Income Inequity,Louisiana,48.0,0.4970000000000001
2003,Income Inequity,Maine,21.0,0.439
2003,Income Inequity,Maryland,47.0,0.491
2003,Income Inequity,Massachusetts,45.0,0.486
2003,Income Inequity,Michigan,34.0,0.459
2003,Income Inequity,Minnesota,7.0,0.418
2003,Income Inequity,Mississippi,49.0,0.507
2003,Income Inequity,Missouri,15.0,0.431
2003,Income Inequity,Montana,8.0,0.419
2003,Income Inequity,Nebraska,3.0,0.395
2003,Income Inequity,Nevada,16.0,0.433
2003,Income Inequity,New Hampshire,30.0,0.447
2003,Income Inequity,New Jersey,46.0,0.489
2003,Income Inequity,New Mexico,31.0,0.449
2003,Income Inequity,New York,50.0,0.515
2003,Income Inequity,North Carolina,27.0,0.445
2003,Income Inequity,North Dakota,11.0,0.424
2003,Income Inequity,Ohio,23.0,0.443
2003,Income Inequity,Oklahoma,19.0,0.4370000000000001
2003,Income Inequity,Oregon,22.0,0.441
2003,Income Inequity,Pennsylvania,33.0,0.456
2003,Income Inequity,Rhode Island,39.0,0.468
2003,Income Inequity,South Carolina,25.0,0.444
2003,Income Inequity,South Dakota,4.0,0.402
2003,Income Inequity,Tennessee,44.0,0.485
2003,Income Inequity,Texas,43.0,0.484
2003,Income Inequity,Utah,5.0,0.409
2003,Income Inequity,Vermont,8.0,0.419
2003,Income Inequity,Virginia,20.0,0.438
2003,Income Inequity,Washington,23.0,0.443
2003,Income Inequity,West Virginia,34.0,0.459
2003,Income Inequity,Wisconsin,10.0,0.423
2003,Income Inequity,Wyoming,2.0,0.391
2003,Income Inequity,United States,,0.466
2003,Income Inequity,District of Columbia,,0.5429999999999999
2003,Median Household Income,Alabama,,48690.0
2003,Median Household Income,Alaska,,68335.0
2003,Median Household Income,Arizona,,51450.0
2003,Median Household Income,Arkansas,,41936.0
2003,Median Household Income,California,,61424.0
2003,Median Household Income,Colorado,,62534.0
2003,Median Household Income,Connecticut,,69128.0
2003,Median Household Income,Delaware,,64289.0
2003,Median Household Income,Florida,,49235.0
2003,Median Household Income,Georgia,,55600.0
2003,Median Household Income,Hawaii,,61250.0
2003,Median Household Income,Idaho,,48835.0
2003,Median Household Income,Illinois,,55303.0
2003,Median Household Income,Indiana,,53150.0
2003,Median Household Income,Iowa,,53152.0
2003,Median Household Income,Kansas,,55185.0
2003,Median Household Income,Kentucky,,47601.0
2003,Median Household Income,Louisiana,,44035.0
2003,Median Household Income,Maine,,47719.0
2003,Median Household Income,Maryland,,73039.0
2003,Median Household Income,Massachusetts,,64555.0
2003,Median Household Income,Michigan,,55310.0
2003,Median Household Income,Minnesota,,70727.0
2003,Median Household Income,Mississippi,,39988.0
2003,Median Household Income,Missouri,,55389.0
2003,Median Household Income,Montana,,45106.0
2003,Median Household Income,Nebraska,,55415.0
2003,Median Household Income,Nevada,,58214.0
2003,Median Household Income,New Hampshire,,71633.0
2003,Median Household Income,New Jersey,,70658.0
2003,Median Household Income,New Mexico,,45912.0
2003,Median Household Income,New York,,54340.0
2003,Median Household Income,North Carolina,,47282.0
2003,Median Household Income,North Dakota,,46874.0
2003,Median Household Income,Ohio,,55269.0
2003,Median Household Income,Oklahoma,,47208.0
2003,Median Household Income,Oregon,,54127.0
2003,Median Household Income,Pennsylvania,,55029.0
2003,Median Household Income,Rhode Island,,54924.0
2003,Median Household Income,South Carolina,,48961.0
2003,Median Household Income,South Dakota,,49040.0
2003,Median Household Income,Tennessee,,47948.0
2003,Median Household Income,Texas,,51987.0
2003,Median Household Income,Utah,,61973.0
2003,Median Household Income,Vermont,,55677.0
2003,Median Household Income,Virginia,,64265.0
2003,Median Household Income,Washington,,58505.0
2003,Median Household Income,West Virginia,,38016.0
2003,Median Household Income,Wisconsin,,59438.0
2003,Median Household Income,Wyoming,,51487.0
2003,Median Household Income,United States,,54913.0
2003,Median Household Income,District of Columbia,,50590.0
2003,Obesity,Alabama,47.0,25.7
2003,Obesity,Alaska,34.0,23.4
2003,Obesity,Arizona,15.0,19.6
2003,Obesity,Arkansas,38.0,23.7
2003,Obesity,California,11.0,19.2
2003,Obesity,Colorado,1.0,16.5
2003,Obesity,Connecticut,5.0,18.0
2003,Obesity,Delaware,26.0,22.4
2003,Obesity,Florida,12.0,19.4
2003,Obesity,Georgia,36.0,23.5
2003,Obesity,Hawaii,2.0,17.1
2003,Obesity,Idaho,17.0,20.2
2003,Obesity,Illinois,25.0,21.9
2003,Obesity,Indiana,41.0,24.1
2003,Obesity,Iowa,29.0,22.9
2003,Obesity,Kansas,28.0,22.8
2003,Obesity,Kentucky,42.0,24.4
2003,Obesity,Louisiana,45.0,25.5
2003,Obesity,Maine,20.0,20.7
2003,Obesity,Maryland,12.0,19.4
2003,Obesity,Massachusetts,6.0,18.3
2003,Obesity,Michigan,44.0,25.4
2003,Obesity,Minnesota,26.0,22.4
2003,Obesity,Mississippi,49.0,26.8
2003,Obesity,Missouri,32.0,23.2
2003,Obesity,Montana,8.0,18.7
2003,Obesity,Nebraska,32.0,23.2
2003,Obesity,Nevada,23.0,21.6
2003,Obesity,New Hampshire,4.0,17.9
2003,Obesity,New Jersey,10.0,19.0
2003,Obesity,New Mexico,16.0,19.7
2003,Obesity,New York,19.0,20.6
2003,Obesity,North Carolina,36.0,23.5
2003,Obesity,North Dakota,34.0,23.4
2003,Obesity,Ohio,31.0,23.0
2003,Obesity,Oklahoma,29.0,22.9
2003,Obesity,Oregon,18.0,20.3
2003,Obesity,Pennsylvania,40.0,23.9
2003,Obesity,Rhode Island,7.0,18.5
2003,Obesity,South Carolina,48.0,25.8
2003,Obesity,South Dakota,21.0,21.2
2003,Obesity,Tennessee,43.0,24.5
2003,Obesity,Texas,45.0,25.5
2003,Obesity,Utah,3.0,17.5
2003,Obesity,Vermont,9.0,18.9
2003,Obesity,Virginia,39.0,23.8
2003,Obesity,Washington,22.0,21.3
2003,Obesity,West Virginia,50.0,27.6
2003,Obesity,Wisconsin,23.0,21.6
2003,Obesity,Wyoming,14.0,19.5
2003,Obesity,United States,,21.9
2003,Obesity,District of Columbia,,20.7
2003,Smoking,Alabama,34.0,24.4
2003,Smoking,Alaska,49.0,29.3
2003,Smoking,Arizona,29.0,23.4
2003,Smoking,Arkansas,39.0,26.3
2003,Smoking,California,2.0,16.4
2003,Smoking,Colorado,6.0,20.4
2003,Smoking,Connecticut,5.0,19.4
2003,Smoking,Delaware,37.0,24.7
2003,Smoking,Florida,16.0,22.0
2003,Smoking,Georgia,25.0,23.2
2003,Smoking,Hawaii,8.0,21.0
2003,Smoking,Idaho,7.0,20.6
2003,Smoking,Illinois,23.0,22.8
2003,Smoking,Indiana,46.0,27.6
2003,Smoking,Iowa,25.0,23.2
2003,Smoking,Kansas,17.0,22.1
2003,Smoking,Kentucky,50.0,32.6
2003,Smoking,Louisiana,32.0,23.9
2003,Smoking,Maine,30.0,23.6
2003,Smoking,Maryland,15.0,21.9
2003,Smoking,Massachusetts,3.0,18.9
2003,Smoking,Michigan,33.0,24.2
2003,Smoking,Minnesota,14.0,21.7
2003,Smoking,Mississippi,45.0,27.3
2003,Smoking,Missouri,41.0,26.5
